pair1,pair2,list,subject,trial_study,trial_test,tType_study,tType_test,gonogo_answer
183,185,10,89,117,116,Binocular,Not Studied,go
153,8,1,90,11,1,CFS,CFS,go
50,80,1,90,5,2,Not Studied,Not Studied,go
61,121,1,90,4,7,CFS,CFS,go
32,122,1,90,7,12,Binocular,CFS,nogo
53,23,1,90,2,4,Not Studied,Binocular,go
143,128,1,90,3,11,Binocular,Binocular,go
141,155,1,90,6,6,CFS,Binocular,go
184,181,1,90,12,5,Binocular,Not Studied,go
172,170,1,90,1,10,Not Studied,Not Studied,nogo
56,99,1,90,9,8,Not Studied,Binocular,nogo
8,153,1,90,10,9,Binocular,Not Studied,go
85,25,1,90,8,3,CFS,CFS,go
4,34,2,90,18,21,CFS,Not Studied,go
147,146,2,90,13,24,Not Studied,CFS,nogo
107,64,2,90,21,15,CFS,CFS,go
25,85,2,90,24,22,Binocular,Not Studied,nogo
110,102,2,90,20,19,Not Studied,CFS,go
177,179,2,90,14,18,Binocular,Binocular,go
16,13,2,90,19,20,CFS,Binocular,nogo
155,141,2,90,15,13,Binocular,CFS,go
81,96,2,90,22,17,Not Studied,Not Studied,go
161,163,2,90,16,14,Not Studied,Not Studied,go
45,165,2,90,17,16,Binocular,Binocular,go
69,30,2,90,23,23,CFS,Binocular,go
121,61,3,90,31,25,CFS,CFS,go
95,66,3,90,28,26,Not Studied,Not Studied,go
174,131,3,90,30,33,CFS,Not Studied,go
117,135,3,90,36,36,Binocular,CFS,nogo
122,32,3,90,25,29,Not Studied,Not Studied,go
113,76,3,90,34,27,Binocular,CFS,go
97,151,3,90,29,31,CFS,CFS,go
111,125,3,90,33,28,Binocular,Binocular,go
163,161,3,90,27,30,Not Studied,Binocular,go
78,98,3,90,35,34,Not Studied,Not Studied,nogo
52,26,3,90,32,35,Binocular,Binocular,go
11,103,3,90,26,32,CFS,Binocular,nogo
133,192,4,90,39,47,CFS,Binocular,go
157,33,4,90,42,44,Not Studied,Binocular,nogo
59,79,4,90,37,48,CFS,CFS,nogo
154,176,4,90,48,38,Binocular,Not Studied,go
89,72,4,90,44,37,Not Studied,CFS,go
119,7,4,90,46,40,Binocular,Binocular,go
125,111,4,90,43,42,CFS,Binocular,go
139,14,4,90,40,39,Binocular,CFS,go
64,107,4,90,47,45,Not Studied,Not Studied,go
43,44,4,90,45,43,Not Studied,CFS,go
26,52,4,90,38,46,Binocular,Not Studied,nogo
62,123,4,90,41,41,CFS,Not Studied,go
185,183,5,90,57,51,CFS,CFS,go
72,89,5,90,58,53,Not Studied,Not Studied,go
170,172,5,90,49,59,CFS,Binocular,go
151,97,5,90,59,55,Binocular,CFS,go
124,100,5,90,53,58,Not Studied,Not Studied,nogo
20,71,5,90,54,60,Binocular,CFS,nogo
71,20,5,90,56,50,CFS,Not Studied,go
86,29,5,90,51,56,Binocular,Binocular,nogo
98,78,5,90,55,57,Not Studied,Not Studied,go
159,162,5,90,52,52,Not Studied,Binocular,go
144,140,5,90,50,54,Binocular,Binocular,go
181,184,5,90,60,49,CFS,CFS,go
13,16,6,90,69,66,CFS,Binocular,go
103,11,6,90,72,70,Not Studied,Not Studied,nogo
129,166,6,90,71,67,CFS,CFS,go
140,144,6,90,65,69,Binocular,Not Studied,go
150,156,6,90,67,72,Not Studied,CFS,nogo
128,143,6,90,61,65,Binocular,Not Studied,go
90,57,6,90,68,63,CFS,CFS,go
162,159,6,90,62,62,Binocular,Not Studied,go
123,62,6,90,70,61,Not Studied,CFS,go
7,119,6,90,66,64,Not Studied,Binocular,go
73,68,6,90,63,71,Binocular,Binocular,go
165,45,6,90,64,68,CFS,Binocular,nogo
80,50,7,90,79,75,CFS,CFS,go
44,43,7,90,73,83,Not Studied,Binocular,go
31,47,7,90,82,73,CFS,CFS,go
37,112,7,90,81,74,Binocular,Not Studied,go
79,59,7,90,80,76,Not Studied,Binocular,go
166,129,7,90,84,81,Binocular,Not Studied,go
58,74,7,90,78,84,CFS,CFS,nogo
99,56,7,90,76,80,Binocular,Binocular,nogo
47,31,7,90,75,82,Not Studied,Not Studied,nogo
74,58,7,90,83,77,Not Studied,Not Studied,go
40,88,7,90,74,79,Binocular,CFS,go
167,126,7,90,77,78,CFS,Binocular,go
96,81,8,90,85,92,CFS,Binocular,nogo
137,28,8,90,95,96,Not Studied,CFS,nogo
76,113,8,90,92,90,CFS,Binocular,go
135,117,8,90,93,95,Binocular,Binocular,go
39,18,8,90,89,85,Not Studied,CFS,go
66,95,8,90,94,91,Binocular,CFS,go
145,15,8,90,87,87,CFS,CFS,go
29,86,8,90,96,93,Binocular,Not Studied,go
156,150,8,90,90,94,Not Studied,Not Studied,nogo
68,73,8,90,88,88,Not Studied,Binocular,go
23,53,8,90,91,86,Binocular,Not Studied,go
115,118,8,90,86,89,CFS,Not Studied,go
2,187,9,90,108,101,CFS,Not Studied,go
57,90,9,90,98,100,Not Studied,Binocular,go
179,177,9,90,106,106,CFS,Not Studied,nogo
126,167,9,90,100,103,Binocular,CFS,go
112,37,9,90,107,108,Not Studied,CFS,nogo
33,157,9,90,101,99,Binocular,CFS,go
100,124,9,90,104,102,CFS,Binocular,go
3,6,9,90,99,107,Binocular,Binocular,go
176,154,9,90,105,98,Not Studied,Not Studied,go
6,3,9,90,102,104,Not Studied,Binocular,nogo
28,137,9,90,97,105,Binocular,Not Studied,go
131,174,9,90,103,97,CFS,CFS,go
118,115,10,90,114,111,CFS,CFS,go
34,4,10,90,111,109,Not Studied,CFS,go
146,147,10,90,112,116,CFS,Binocular,nogo
60,191,10,90,120,112,Binocular,Binocular,go
19,189,10,90,109,120,Not Studied,CFS,nogo
14,139,10,90,115,118,Binocular,Not Studied,nogo
102,110,10,90,113,119,CFS,Binocular,go
30,69,10,90,117,113,Binocular,Not Studied,go
88,40,10,90,110,110,Not Studied,Not Studied,go
15,145,10,90,118,117,Not Studied,Not Studied,go
18,39,10,90,119,115,Binocular,CFS,go
183,185,10,90,116,114,CFS,Binocular,go
153,8,1,91,10,6,Not Studied,CFS,go
50,80,1,91,1,10,Binocular,Binocular,go
61,121,1,91,7,8,Not Studied,CFS,go
32,122,1,91,9,12,CFS,Not Studied,go
53,23,1,91,6,2,Binocular,Binocular,go
143,128,1,91,5,11,CFS,CFS,go
141,155,1,91,2,1,Not Studied,Not Studied,go
184,181,1,91,12,9,CFS,Binocular,nogo
172,170,1,91,11,7,Binocular,Not Studied,go
56,99,1,91,8,5,Binocular,Binocular,go
8,153,1,91,4,3,CFS,Not Studied,nogo
85,25,1,91,3,4,Not Studied,CFS,nogo
4,34,2,91,19,22,Not Studied,Binocular,go
147,146,2,91,18,21,Binocular,Binocular,nogo
107,64,2,91,23,20,Not Studied,CFS,go
25,85,2,91,24,14,CFS,Binocular,go
110,102,2,91,17,24,Binocular,Not Studied,go
177,179,2,91,20,18,CFS,CFS,go
16,13,2,91,13,15,Not Studied,Not Studied,nogo
155,141,2,91,22,13,CFS,Not Studied,go
81,96,2,91,14,23,Binocular,CFS,go
161,163,2,91,21,19,Binocular,Not Studied,go
45,165,2,91,15,16,CFS,CFS,nogo
69,30,2,91,16,17,Not Studied,Binocular,go
121,61,3,91,35,28,Not Studied,CFS,nogo
95,66,3,91,31,25,Binocular,Not Studied,go
174,131,3,91,36,33,Not Studied,Binocular,nogo
117,135,3,91,25,27,CFS,Not Studied,nogo
122,32,3,91,29,31,Binocular,Not Studied,go
113,76,3,91,27,36,CFS,Not Studied,go
97,151,3,91,32,35,Not Studied,CFS,go
111,125,3,91,26,30,CFS,CFS,go
163,161,3,91,28,26,Binocular,Binocular,go
78,98,3,91,34,29,Binocular,Binocular,go
52,26,3,91,30,34,CFS,Binocular,go
11,103,3,91,33,32,Not Studied,CFS,go
133,192,4,91,44,44,Not Studied,CFS,go
157,33,4,91,46,47,Binocular,CFS,go
59,79,4,91,39,48,Not Studied,Not Studied,go
154,176,4,91,40,46,CFS,Binocular,go
89,72,4,91,42,41,Binocular,Binocular,go
119,7,4,91,38,42,CFS,CFS,go
125,111,4,91,41,45,Not Studied,Binocular,nogo
139,14,4,91,37,37,CFS,Not Studied,go
64,107,4,91,47,43,Binocular,Not Studied,go
43,44,4,91,43,39,Binocular,Not Studied,nogo
26,52,4,91,45,38,CFS,Binocular,go
62,123,4,91,48,40,Not Studied,CFS,nogo
185,183,5,91,59,54,Not Studied,CFS,go
72,89,5,91,55,58,Binocular,Binocular,go
170,172,5,91,58,57,Not Studied,Binocular,nogo
151,97,5,91,53,55,CFS,Not Studied,go
124,100,5,91,57,56,Binocular,CFS,go
20,71,5,91,50,60,CFS,Not Studied,go
71,20,5,91,49,59,Not Studied,CFS,go
86,29,5,91,51,53,CFS,Binocular,go
98,78,5,91,56,49,Binocular,Not Studied,go
159,162,5,91,54,51,Binocular,Not Studied,nogo
144,140,5,91,52,50,CFS,Binocular,go
181,184,5,91,60,52,Not Studied,CFS,nogo
13,16,6,91,61,63,Not Studied,Not Studied,nogo
103,11,6,91,72,70,Binocular,Binocular,go
129,166,6,91,66,64,Not Studied,CFS,nogo
140,144,6,91,69,72,CFS,Not Studied,go
150,156,6,91,68,61,Binocular,Not Studied,go
128,143,6,91,63,69,CFS,Binocular,nogo
90,57,6,91,71,67,Not Studied,Not Studied,go
162,159,6,91,67,65,CFS,Binocular,go
123,62,6,91,70,68,Binocular,CFS,go
7,119,6,91,65,62,Binocular,Binocular,go
73,68,6,91,64,66,CFS,CFS,go
165,45,6,91,62,71,Not Studied,CFS,go
80,50,7,91,73,81,Not Studied,Binocular,nogo
44,43,7,91,80,80,Binocular,CFS,go
31,47,7,91,77,82,Not Studied,Binocular,go
37,112,7,91,74,79,CFS,Not Studied,go
79,59,7,91,82,73,Binocular,Not Studied,go
166,129,7,91,79,74,CFS,Binocular,go
58,74,7,91,84,76,Not Studied,CFS,nogo
99,56,7,91,78,75,CFS,Not Studied,nogo
47,31,7,91,81,77,Binocular,Binocular,go
74,58,7,91,75,78,Binocular,CFS,go
40,88,7,91,76,83,CFS,CFS,go
167,126,7,91,83,84,Not Studied,Not Studied,go
96,81,8,91,87,90,Not Studied,CFS,go
137,28,8,91,93,91,Binocular,Not Studied,go
76,113,8,91,86,96,Not Studied,Not Studied,go
135,117,8,91,85,93,CFS,Binocular,nogo
39,18,8,91,88,86,Binocular,Binocular,go
66,95,8,91,90,94,CFS,Binocular,go
145,15,8,91,94,88,Not Studied,CFS,nogo
29,86,8,91,89,87,CFS,Not Studied,nogo
156,150,8,91,95,92,Binocular,CFS,go
68,73,8,91,92,85,Binocular,Not Studied,go
23,53,8,91,96,89,CFS,Binocular,go
115,118,8,91,91,95,Not Studied,CFS,go
2,187,9,91,102,107,Not Studied,CFS,go
57,90,9,91,100,101,Binocular,Binocular,go
179,177,9,91,103,108,Not Studied,Not Studied,go
126,167,9,91,105,105,CFS,Binocular,nogo
112,37,9,91,97,100,Binocular,CFS,nogo
33,157,9,91,107,106,CFS,Binocular,go
100,124,9,91,104,99,Not Studied,Not Studied,nogo
3,6,9,91,106,104,CFS,CFS,go
176,154,9,91,99,103,Binocular,Not Studied,go
6,3,9,91,108,102,Binocular,CFS,go
28,137,9,91,98,97,CFS,Not Studied,go
131,174,9,91,101,98,Not Studied,Binocular,go
118,115,10,91,112,119,Not Studied,CFS,go
34,4,10,91,118,114,Binocular,CFS,go
146,147,10,91,113,116,Not Studied,CFS,go
60,191,10,91,110,112,CFS,CFS,nogo
19,189,10,91,109,109,Binocular,Not Studied,go
14,139,10,91,116,117,CFS,Binocular,nogo
102,110,10,91,120,111,Not Studied,Not Studied,nogo
30,69,10,91,117,118,CFS,Binocular,go
88,40,10,91,119,113,Binocular,Binocular,go
15,145,10,91,114,120,Binocular,Not Studied,go
18,39,10,91,115,110,CFS,Binocular,go
183,185,10,91,111,115,Not Studied,Not Studied,go
153,8,1,92,9,6,Binocular,Not Studied,go
50,80,1,92,7,10,CFS,CFS,go
61,121,1,92,12,11,Binocular,Not Studied,nogo
32,122,1,92,3,3,Not Studied,Binocular,go
53,23,1,92,8,7,CFS,Binocular,nogo
143,128,1,92,6,1,Not Studied,Binocular,go
141,155,1,92,11,8,Binocular,Not Studied,go
184,181,1,92,2,4,Not Studied,Not Studied,go
172,170,1,92,4,2,CFS,CFS,go
56,99,1,92,10,9,CFS,CFS,go
8,153,1,92,5,12,Not Studied,Binocular,go
85,25,1,92,1,5,Binocular,CFS,nogo
4,34,2,92,17,19,Binocular,Binocular,nogo
147,146,2,92,24,16,CFS,Not Studied,go
107,64,2,92,18,14,Binocular,CFS,go
25,85,2,92,13,23,Not Studied,Not Studied,nogo
110,102,2,92,21,17,CFS,CFS,nogo
177,179,2,92,15,22,Not Studied,CFS,go
16,13,2,92,23,24,Binocular,Binocular,go
155,141,2,92,22,18,Not Studied,Not Studied,go
81,96,2,92,20,13,CFS,Binocular,go
161,163,2,92,16,20,CFS,Not Studied,go
45,165,2,92,19,21,Not Studied,CFS,go
69,30,2,92,14,15,Binocular,Binocular,go
121,61,3,92,25,27,Binocular,Binocular,go
95,66,3,92,26,35,CFS,Not Studied,nogo
174,131,3,92,27,33,Binocular,CFS,go
117,135,3,92,29,30,Not Studied,Not Studied,go
122,32,3,92,34,32,CFS,Not Studied,go
113,76,3,92,30,29,Not Studied,CFS,nogo
97,151,3,92,32,34,Binocular,CFS,go
111,125,3,92,36,31,Not Studied,Binocular,nogo
163,161,3,92,33,26,CFS,CFS,go
78,98,3,92,35,36,CFS,Binocular,go
52,26,3,92,31,25,Not Studied,Binocular,go
11,103,3,92,28,28,Binocular,Not Studied,go
133,192,4,92,46,48,Binocular,Binocular,go
157,33,4,92,38,42,CFS,Not Studied,go
59,79,4,92,48,38,Binocular,CFS,go
154,176,4,92,40,47,Not Studied,Not Studied,nogo
89,72,4,92,42,41,CFS,CFS,nogo
119,7,4,92,44,37,Not Studied,Binocular,go
125,111,4,92,45,46,Binocular,CFS,go
139,14,4,92,47,43,Not Studied,Binocular,nogo
64,107,4,92,37,44,CFS,Not Studied,go
43,44,4,92,41,40,CFS,Not Studied,go
26,52,4,92,43,45,Not Studied,CFS,go
62,123,4,92,39,39,Binocular,Binocular,go
185,183,5,92,59,57,Binocular,CFS,go
72,89,5,92,53,58,CFS,CFS,go
170,172,5,92,57,51,Binocular,Binocular,go
151,97,5,92,58,54,Not Studied,Not Studied,go
124,100,5,92,51,59,CFS,Not Studied,nogo
20,71,5,92,54,50,Not Studied,CFS,go
71,20,5,92,60,52,Binocular,Not Studied,go
86,29,5,92,55,55,Not Studied,Binocular,nogo
98,78,5,92,50,60,CFS,Binocular,go
159,162,5,92,56,53,CFS,CFS,nogo
144,140,5,92,49,56,Not Studied,Not Studied,go
181,184,5,92,52,49,Binocular,Binocular,go
13,16,6,92,68,64,Binocular,Not Studied,go
103,11,6,92,62,70,CFS,CFS,go
129,166,6,92,61,62,Binocular,CFS,go
140,144,6,92,71,71,Not Studied,Not Studied,nogo
150,156,6,92,66,65,CFS,CFS,nogo
128,143,6,92,63,61,Not Studied,Binocular,go
90,57,6,92,72,72,Binocular,Binocular,go
162,159,6,92,69,69,Not Studied,CFS,go
123,62,6,92,70,68,CFS,Not Studied,go
7,119,6,92,64,67,CFS,Binocular,nogo
73,68,6,92,67,66,Not Studied,Not Studied,go
165,45,6,92,65,63,Binocular,Binocular,go
80,50,7,92,73,83,Binocular,Not Studied,nogo
44,43,7,92,76,78,CFS,Not Studied,go
31,47,7,92,84,80,Binocular,Not Studied,go
37,112,7,92,79,79,Not Studied,Binocular,nogo
79,59,7,92,75,84,CFS,Binocular,go
166,129,7,92,80,76,Not Studied,Not Studied,go
58,74,7,92,82,75,Binocular,Binocular,go
99,56,7,92,81,73,Not Studied,Binocular,go
47,31,7,92,78,77,CFS,CFS,nogo
74,58,7,92,74,82,CFS,CFS,go
40,88,7,92,83,74,Not Studied,CFS,go
167,126,7,92,77,81,Binocular,CFS,go
96,81,8,92,90,96,Binocular,Binocular,go
137,28,8,92,93,91,CFS,Binocular,nogo
76,113,8,92,87,86,Binocular,CFS,go
135,117,8,92,92,89,Not Studied,CFS,nogo
39,18,8,92,91,93,CFS,CFS,go
66,95,8,92,89,94,Not Studied,CFS,go
145,15,8,92,88,92,Binocular,Not Studied,go
29,86,8,92,96,88,Not Studied,Not Studied,go
156,150,8,92,95,87,CFS,Binocular,go
68,73,8,92,94,90,CFS,Not Studied,go
23,53,8,92,86,85,Not Studied,Binocular,go
115,118,8,92,85,95,Binocular,Not Studied,nogo
2,187,9,92,100,108,Binocular,Binocular,go
57,90,9,92,98,100,CFS,Not Studied,go
179,177,9,92,103,99,Binocular,Binocular,go
126,167,9,92,101,105,Not Studied,CFS,go
112,37,9,92,104,98,CFS,CFS,go
33,157,9,92,102,106,Not Studied,CFS,go
100,124,9,92,108,97,Binocular,Binocular,go
3,6,9,92,106,107,Not Studied,Not Studied,nogo
176,154,9,92,97,104,CFS,Not Studied,go
6,3,9,92,107,103,CFS,Binocular,nogo
28,137,9,92,105,101,Not Studied,CFS,nogo
131,174,9,92,99,102,Binocular,Not Studied,go
118,115,10,92,115,116,Binocular,Not Studied,go
34,4,10,92,113,112,CFS,Not Studied,go
146,147,10,92,111,114,Binocular,Not Studied,go
60,191,10,92,110,115,Not Studied,Binocular,nogo
19,189,10,92,119,118,CFS,CFS,go
14,139,10,92,114,110,Not Studied,CFS,go
102,110,10,92,116,109,Binocular,Binocular,go
30,69,10,92,120,120,Not Studied,Binocular,go
88,40,10,92,118,113,CFS,CFS,nogo
15,145,10,92,112,117,CFS,CFS,go
18,39,10,92,109,119,Not Studied,Not Studied,nogo
183,185,10,92,117,111,Binocular,Binocular,go
153,8,1,93,1,3,CFS,CFS,go
50,80,1,93,8,9,Not Studied,Not Studied,go
61,121,1,93,3,4,CFS,Binocular,go
32,122,1,93,12,8,Binocular,Binocular,go
53,23,1,93,4,11,Not Studied,Binocular,go
143,128,1,93,6,2,Binocular,Not Studied,nogo
141,155,1,93,11,1,CFS,CFS,nogo
184,181,1,93,9,5,Binocular,Not Studied,go
172,170,1,93,10,6,Not Studied,Binocular,nogo
56,99,1,93,2,10,Not Studied,Not Studied,go
8,153,1,93,5,7,Binocular,CFS,go
85,25,1,93,7,12,CFS,CFS,go
4,34,2,93,21,20,CFS,Binocular,go
147,146,2,93,18,19,Not Studied,CFS,go
107,64,2,93,24,22,CFS,Not Studied,go
25,85,2,93,19,16,Binocular,Binocular,go
110,102,2,93,16,14,Not Studied,Not Studied,nogo
177,179,2,93,23,18,Binocular,Binocular,nogo
16,13,2,93,14,13,CFS,CFS,nogo
155,141,2,93,15,21,Binocular,Not Studied,go
81,96,2,93,17,24,Not Studied,CFS,go
161,163,2,93,22,15,Not Studied,CFS,go
45,165,2,93,13,23,Binocular,Binocular,go
69,30,2,93,20,17,CFS,Not Studied,go
121,61,3,93,33,28,CFS,Binocular,go
95,66,3,93,25,26,Not Studied,Not Studied,nogo
174,131,3,93,32,31,CFS,CFS,go
117,135,3,93,29,32,Binocular,Binocular,go
122,32,3,93,27,25,Not Studied,CFS,nogo
113,76,3,93,36,29,Binocular,Not Studied,go
97,151,3,93,28,30,CFS,Binocular,nogo
111,125,3,93,34,36,Binocular,CFS,go
163,161,3,93,31,34,Not Studied,Not Studied,go
78,98,3,93,30,35,Not Studied,Binocular,go
52,26,3,93,35,27,Binocular,CFS,go
11,103,3,93,26,33,CFS,Not Studied,go
133,192,4,93,47,37,CFS,CFS,nogo
157,33,4,93,46,38,Not Studied,Not Studied,nogo
59,79,4,93,41,45,CFS,Not Studied,go
154,176,4,93,42,44,Binocular,Binocular,go
89,72,4,93,37,48,Not Studied,CFS,go
119,7,4,93,40,42,Binocular,Binocular,nogo
125,111,4,93,43,47,CFS,Binocular,go
139,14,4,93,38,39,Binocular,CFS,go
64,107,4,93,44,43,Not Studied,CFS,go
43,44,4,93,39,46,Not Studied,Not Studied,go
26,52,4,93,48,41,Binocular,Not Studied,go
62,123,4,93,45,40,CFS,Binocular,go
185,183,5,93,52,60,CFS,CFS,go
72,89,5,93,50,49,Not Studied,CFS,nogo
170,172,5,93,57,57,CFS,Not Studied,go
151,97,5,93,60,51,Binocular,CFS,go
124,100,5,93,55,56,Not Studied,Binocular,go
20,71,5,93,59,53,Binocular,Not Studied,go
71,20,5,93,51,52,CFS,Binocular,go
86,29,5,93,53,55,Binocular,CFS,go
98,78,5,93,56,59,Not Studied,Binocular,go
159,162,5,93,54,54,Not Studied,Binocular,nogo
144,140,5,93,58,58,Binocular,Not Studied,go
181,184,5,93,49,50,CFS,Not Studied,nogo
13,16,6,93,66,69,CFS,Not Studied,go
103,11,6,93,72,64,Not Studied,Binocular,go
129,166,6,93,71,66,CFS,Binocular,nogo
140,144,6,93,65,61,Binocular,CFS,nogo
150,156,6,93,63,67,Not Studied,CFS,go
128,143,6,93,64,71,Binocular,Binocular,go
90,57,6,93,67,63,CFS,CFS,go
162,159,6,93,68,68,Binocular,Binocular,go
123,62,6,93,62,70,Not Studied,Not Studied,go
7,119,6,93,61,65,Not Studied,Not Studied,go
73,68,6,93,70,62,Binocular,Not Studied,nogo
165,45,6,93,69,72,CFS,CFS,go
80,50,7,93,80,78,CFS,Binocular,nogo
44,43,7,93,84,83,Not Studied,Binocular,go
31,47,7,93,76,84,CFS,CFS,go
37,112,7,93,77,77,Binocular,Not Studied,go
79,59,7,93,79,76,Not Studied,Binocular,go
166,129,7,93,73,74,Binocular,Not Studied,nogo
58,74,7,93,82,75,CFS,CFS,go
99,56,7,93,81,73,Binocular,CFS,nogo
47,31,7,93,75,82,Not Studied,Not Studied,go
74,58,7,93,83,79,Not Studied,CFS,go
40,88,7,93,74,81,Binocular,Not Studied,go
167,126,7,93,78,80,CFS,Binocular,go
96,81,8,93,88,95,CFS,Binocular,go
137,28,8,93,86,88,Not Studied,Binocular,go
76,113,8,93,92,91,CFS,CFS,go
135,117,8,93,96,96,Binocular,CFS,go
39,18,8,93,90,90,Not Studied,Binocular,nogo
66,95,8,93,95,94,Binocular,Not Studied,go
145,15,8,93,94,85,CFS,CFS,nogo
29,86,8,93,87,86,Binocular,Not Studied,nogo
156,150,8,93,93,89,Not Studied,Not Studied,go
68,73,8,93,85,87,Not Studied,CFS,go
23,53,8,93,91,93,Binocular,Not Studied,go
115,118,8,93,89,92,CFS,Binocular,go
2,187,9,93,107,97,CFS,CFS,nogo
57,90,9,93,108,101,Not Studied,Not Studied,go
179,177,9,93,102,104,CFS,Binocular,go
126,167,9,93,100,98,Binocular,Not Studied,nogo
112,37,9,93,103,108,Not Studied,CFS,go
33,157,9,93,105,103,Binocular,CFS,go
100,124,9,93,97,99,CFS,CFS,go
3,6,9,93,99,106,Binocular,Not Studied,go
176,154,9,93,101,105,Not Studied,Not Studied,go
6,3,9,93,104,100,Not Studied,Binocular,go
28,137,9,93,106,107,Binocular,Binocular,go
131,174,9,93,98,102,CFS,Binocular,nogo
118,115,10,93,115,115,CFS,CFS,go
34,4,10,93,116,112,Not Studied,Binocular,go
146,147,10,93,114,113,CFS,Not Studied,go
60,191,10,93,119,118,Binocular,Not Studied,go
19,189,10,93,110,120,Not Studied,CFS,go
14,139,10,93,118,109,Binocular,CFS,nogo
102,110,10,93,113,116,CFS,Binocular,go
30,69,10,93,117,119,Binocular,Binocular,go
88,40,10,93,111,110,Not Studied,Not Studied,nogo
15,145,10,93,112,114,Not Studied,Binocular,nogo
18,39,10,93,120,117,Binocular,Not Studied,go
183,185,10,93,109,111,CFS,CFS,go
153,8,1,94,11,7,Not Studied,Not Studied,go
50,80,1,94,4,8,Binocular,CFS,nogo
61,121,1,94,7,6,Not Studied,CFS,go
32,122,1,94,5,11,CFS,CFS,go
53,23,1,94,8,9,Binocular,Binocular,go
143,128,1,94,10,4,CFS,CFS,go
141,155,1,94,2,5,Not Studied,Binocular,go
184,181,1,94,3,2,CFS,Binocular,go
172,170,1,94,9,12,Binocular,Not Studied,nogo
56,99,1,94,12,3,Binocular,Not Studied,go
8,153,1,94,6,1,CFS,Not Studied,go
85,25,1,94,1,10,Not Studied,Binocular,nogo
4,34,2,94,18,21,Not Studied,Binocular,go
147,146,2,94,15,13,Binocular,Not Studied,go
107,64,2,94,21,14,Not Studied,Binocular,go
25,85,2,94,19,17,CFS,Binocular,go
110,102,2,94,14,18,Binocular,CFS,go
177,179,2,94,13,23,CFS,CFS,go
16,13,2,94,20,19,Not Studied,Not Studied,go
155,141,2,94,24,22,CFS,Binocular,nogo
81,96,2,94,16,20,Binocular,CFS,nogo
161,163,2,94,17,15,Binocular,Not Studied,go
45,165,2,94,22,24,CFS,Not Studied,nogo
69,30,2,94,23,16,Not Studied,CFS,go
121,61,3,94,33,27,Not Studied,Not Studied,go
95,66,3,94,25,29,Binocular,Binocular,go
174,131,3,94,35,32,Not Studied,CFS,nogo
117,135,3,94,32,30,CFS,CFS,go
122,32,3,94,30,31,Binocular,Not Studied,go
113,76,3,94,34,28,CFS,CFS,go
97,151,3,94,26,25,Not Studied,Not Studied,go
111,125,3,94,28,35,CFS,CFS,go
163,161,3,94,29,34,Binocular,Binocular,nogo
78,98,3,94,31,26,Binocular,Binocular,go
52,26,3,94,27,33,CFS,Binocular,go
11,103,3,94,36,36,Not Studied,Not Studied,nogo
133,192,4,94,44,48,Not Studied,Not Studied,nogo
157,33,4,94,39,46,Binocular,Binocular,nogo
59,79,4,94,47,47,Not Studied,CFS,go
154,176,4,94,43,43,CFS,Not Studied,go
89,72,4,94,41,44,Binocular,CFS,nogo
119,7,4,94,38,45,CFS,Binocular,go
125,111,4,94,45,38,Not Studied,Binocular,go
139,14,4,94,42,39,CFS,Not Studied,go
64,107,4,94,37,37,Binocular,Not Studied,go
43,44,4,94,48,40,Binocular,CFS,go
26,52,4,94,46,42,CFS,CFS,go
62,123,4,94,40,41,Not Studied,Binocular,go
185,183,5,94,59,57,Not Studied,Binocular,go
72,89,5,94,60,52,Binocular,CFS,go
170,172,5,94,58,54,Not Studied,CFS,go
151,97,5,94,51,55,CFS,Not Studied,go
124,100,5,94,50,58,Binocular,Binocular,nogo
20,71,5,94,56,59,CFS,CFS,go
71,20,5,94,55,53,Not Studied,Binocular,go
86,29,5,94,49,60,CFS,Not Studied,nogo
98,78,5,94,53,51,Binocular,Not Studied,go
159,162,5,94,54,49,Binocular,Not Studied,go
144,140,5,94,57,56,CFS,CFS,nogo
181,184,5,94,52,50,Not Studied,Binocular,go
13,16,6,94,67,61,Not Studied,Not Studied,go
103,11,6,94,66,68,Binocular,CFS,nogo
129,166,6,94,70,67,Not Studied,Not Studied,go
140,144,6,94,69,69,CFS,Binocular,go
150,156,6,94,64,71,Binocular,CFS,go
128,143,6,94,68,62,CFS,Binocular,go
90,57,6,94,63,65,Not Studied,Binocular,go
162,159,6,94,65,70,CFS,Binocular,nogo
123,62,6,94,71,66,Binocular,CFS,go
7,119,6,94,61,63,Binocular,Not Studied,go
73,68,6,94,72,64,CFS,CFS,go
165,45,6,94,62,72,Not Studied,Not Studied,nogo
80,50,7,94,76,84,Not Studied,Not Studied,nogo
44,43,7,94,83,78,Binocular,CFS,go
31,47,7,94,73,80,Not Studied,CFS,nogo
37,112,7,94,78,75,CFS,Not Studied,go
79,59,7,94,75,83,Binocular,CFS,go
166,129,7,94,77,74,CFS,Binocular,go
58,74,7,94,79,81,Not Studied,Binocular,go
99,56,7,94,80,79,CFS,Not Studied,go
47,31,7,94,84,82,Binocular,Binocular,nogo
74,58,7,94,81,73,Binocular,Not Studied,go
40,88,7,94,74,76,CFS,CFS,go
167,126,7,94,82,77,Not Studied,Binocular,go
96,81,8,94,93,86,Not Studied,Binocular,go
137,28,8,94,95,92,Binocular,CFS,nogo
76,113,8,94,96,90,Not Studied,CFS,go
135,117,8,94,91,95,CFS,CFS,go
